Time,Norm mean,,,,Dose
0,22.68874,,,,350
1,83.50800979,,,,
3,86.21596484,,,,
5,84.83961096,,,,
7,72.6276104,,,,
9,59.47962931,,,,
11,48.82831724,,,,
13,38.1818298,,,,
15,34.04095609,,,,
17,30.13299613,,,,
19,27.1217541,,,,
21,28.04791898,,,,
23,28.68011344,,,,
25,26.72530162,,,,
27,26.61383576,,,,
29,26.96869649,,,,
31,26.94939792,,,,
33,29.09719542,,,,
35,26.99315244,,,,
37,27.74679478,,,,
39,28.82551817,,,,
41,28.89422772,,,,
43,29.54854899,,,,
45,29.26639062,,,,
47,29.48366587,,,,
49,29.180878,,,,
51,29.82139081,,,,
53,31.41967822,,,,
55,29.70826127,,,,
57,32.19045636,,,,
59,28.92916478,,,,
61,28.20047749,,,,
