Time,Norm mean,,,,Dose
0,22.833955,,,,150
1,27.42175498,,,,
3,26.27114825,,,,
5,24.88407977,,,,
7,23.91757363,,,,
9,23.43165231,,,,
11,23.63942374,,,,
13,23.55529014,,,,
15,23.58405091,,,,
17,23.553934,,,,
19,23.55780869,,,,
21,23.43875004,,,,
23,23.34723691,,,,
25,23.5215275,,,,
27,23.44639375,,,,
29,23.5219502,,,,
31,23.30149796,,,,
33,23.40986599,,,,
35,23.43688314,,,,
37,23.38087626,,,,
39,23.4349458,,,,
41,23.49135776,,,,
43,23.39567053,,,,
45,23.38943581,,,,
47,23.23915068,,,,
49,23.29827492,,,,
51,23.25417391,,,,
53,23.3088951,,,,
55,23.27736921,,,,
57,23.1609524,,,,
59,23.25671007,,,,
61,23.23973188,,,,
