Time,Norm mean,,,,Dose
0,18.08984665,,,,350
1,77.8774749,,,,
3,80.59973752,,,,
5,78.23283473,,,,
7,70.7835876,,,,
9,59.1272527,,,,
11,44.76812011,,,,
13,30.69846605,,,,
15,30.77283208,,,,
17,26.78834331,,,,
19,24.00785226,,,,
21,24.69877426,,,,
23,26.28375232,,,,
25,21.03154729,,,,
27,23.88806805,,,,
29,24.07273538,,,,
31,25.12184545,,,,
33,26.72512387,,,,
35,21.15632251,,,,
37,23.86976768,,,,
39,22.08897571,,,,
41,22.65412428,,,,
43,24.64337406,,,,
45,25.06428248,,,,
47,27.4521475,,,,
49,22.31423658,,,,
51,23.10331508,,,,
53,21.94373735,,,,
55,19.75002258,,,,
57,21.26662381,,,,
59,22.28312596,,,,
61,21.28941608,,,,
