Time,1,2,3,,Dose
0,0,0,1.600703673,,150
2,95.00366455,94.79672209,88.39871131,,
5,26.90428284,32.92645619,45.77385714,,
10,0.635606997,0.157066568,9.145779175,,
15,0.22480887,0,1.957372136,,
20,0.245191291,0.192653234,4.481256672,,
25,0.672077734,0.273861007,4.908335952,,
30,0.788886928,0.206051533,5.754320934,,
45,0.444068199,0.095215152,3.974582197,,
60,0.00089274,0.00943941,3.909902349,,
